magic_number,mode,euler[0], euler[1], euler[2], velocity[0], velocity[1], velocity[2], input[0], input[1], dt,footer,time
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000993609428406,3405707998,114.82
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000993609428406,3405707998,114.94
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.00
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000025033950806,3405707998,115.13
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,115.25
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,115.32
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.44
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.50
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000054836273193,3405707998,115.63
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.75
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.82
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,115.94
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,116.07
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,116.13
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,116.25
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,116.32
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,116.44
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,116.57
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,116.63
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,116.75
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,116.82
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,116.94
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,117.00
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.13
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.25
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.32
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,117.44
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.50
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.63
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,117.75
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.82
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,117.94
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.00
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,118.13
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.25
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,118.32
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.44
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.57
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.63
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,118.75
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000591278076172,3405707998,118.81
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,118.94
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,119.06
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,119.13
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,119.24
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000591278076172,3405707998,119.37
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,119.43
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,119.56
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,119.62
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000591278076172,3405707998,119.74
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000591278076172,3405707998,119.81
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,119.93
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.06
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.12
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.24
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.31
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,120.43
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,120.56
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.62
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.74
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.81
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,120.93
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,121.06
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.12
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.24
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000591278076172,3405707998,121.37
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.56
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.62
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.74
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,121.81
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,121.93
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.06
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.12
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.24
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,122.31
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,122.43
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.56
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.62
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,122.74
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,122.87
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000114440917969,3405707998,122.93
