magic_number,mode,loop_number,current_time,dt,voltage_A,voltage_B,dt_telemetry,dt_observer,dt_controller,dt_change_mode,euler_raw_0[0],euler_raw_0[1],euler_raw_0[2],euler_raw_1[0],euler_raw_1[1],euler_raw_1[2],quaternion_raw_0[0],quaternion_raw_0[1],quaternion_raw_0[2],quaternion_raw_0[3],quaternion_raw_1[0],quaternion_raw_1[1],quaternion_raw_1[2],quaternion_raw_1[3],acc_raw_0[0],acc_raw_0[1],acc_raw_0[2],acc_raw_1[0],acc_raw_1[1],acc_raw_1[2],gyro_raw_0[0],gyro_raw_0[1],gyro_raw_0[2],gyro_raw_1[0],gyro_raw_1[1],gyro_raw_1[2],quaternion_dot[0],quaternion_dot[1],quaternion_dot[2],quaternion_dot[3],euler_dot[0],euler_dot[1],euler_dot[2],cbn[0],cbn[1],cbn[2],cbn[3],cbn[4],cbn[5],cbn[6],cbn[7],cbn[8],euler[0],euler[1],euler[2],quaternion[0],quaternion[1],quaternion[2],quaternion[3],velocity[0],velocity[1],velocity[2],y[0],y[1],y[2],y[3],x[0],x[1],x[2],x[3],x[4],x[5],dx[0],dx[1],dx[2],dx[3],dx[4],dx[5],current_u[0],current_u[1],servo_u[0],servo_u[1],foote,
3735928559,0,0,26.574005,4268.393336,5.140136644477025,0.14179687295109034,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,2.56,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10170625150203705,0.2604028284549713,0.9601281881332397,0.0,0.9651329517364502,-0.2617602050304413,-0.9948144555091858,0.026622649282217026,0.09816005825996399,0.2648455395371181,1.468913889178911,0.0,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,30,27.261469,0.001101,5.246484299190342,0.10634765471331775,90,985,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,2.48,-0.95,0.0,0.0,0.0,0.6875,1.0625,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1513903079174591,-0.014783265130752789,-0.1609557638716566,0.10189051181077957,0.26039016246795654,0.9601121544837952,-7.293182716239244e-05,0.9646355509757996,-0.2617452144622803,-0.9947956204414368,0.026599330827593803,0.09835729002952576,0.2629711260152459,1.4686347705316982,-0.0019044163863497154,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,4009.8427380174244,10654.235638236472,-3395.7394504344693,0.0,1.4686347705316982,0.0,0.2629711260152459,0.0,1.4686347705316982,-876.81165878062,0.0,0.2629711260152459,-157.14911868483796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,60,27.921948,0.001982,5.21103508095257,0.10634765471331775,90,987,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,2.66,-0.93,0.0,0.0,0.0,-0.6875,-0.3125,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11562381043557494,0.002872627556125573,0.11091811552475146,0.11582977324724197,0.25998595356941223,0.9586400389671326,-0.006748854648321867,0.920601487159729,-0.2609821557998657,-0.9932461380958557,0.023759782314300537,0.11356741189956665,0.2071050552888508,1.4545699067144013,-0.05733616812190581,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,3927.843419488609,10173.629454710808,-3448.5779865766744,0.0,1.4545699067144013,0.0,0.2071050552888508,0.0,1.4545699067144013,-1066.3928828170108,0.0,0.2071050552888508,-151.70077456848136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,90,28.593605,0.002059,5.175585862714797,0.07089843647554517,91,1380,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,2.55,-0.87,0.0,0.0,0.0,-0.3125,-1.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09649995393829361,0.015193372602200985,0.09486552018448997,0.1073116585612297,0.26669105887413025,0.9577891826629639,0.0016219394747167826,0.973465621471405,-0.26840832829475403,-0.9942241311073303,0.030356818810105324,0.10294117778539658,0.2874042006010476,1.4633658250639328,0.015739972520498417,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,4026.78148364396,10737.471436306501,-3487.4013153932156,0.0,1.4633658250639328,0.0,0.2874042006010476,0.0,1.4633658250639328,-711.7386119668754,0.0,0.2874042006010476,-139.69155258186893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,120,29.248631,0.001103,5.21103508095257,0.07089843647554517,92,986,0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,2.71,-1.08,0.0,0.0,0.0,2.0625,4.3125,-0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3493878414761515,-0.07079931730967552,-0.35974203576989655,0.1205250471830368,0.27805522084236145,0.9529738426208496,-0.020549772307276726,0.8136644959449768,-0.2776419222354889,-0.9924975633621216,0.013879412785172462,0.12147403508424759,0.11100728911591994,1.4477063171170579,-0.171748360244731,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,3771.975144978227,9015.743579928494,-3668.576120434431,0.0,1.4477063171170579,0.0,0.11100728911591994,0.0,1.4477063171170579,-1317.3649760205158,0.0,0.11100728911591994,-101.35733635470557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,150,29.910825,0.001101,5.175585862714797,0.10634765471331775,91,987,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,2.72,-1.14,0.0,0.0,0.0,-1.0,-2.25,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894882237526024,0.032668345472847214,0.22144220807624737,0.12620291113853455,0.3087471127510071,0.9427342414855957,-0.0037112461868673563,0.9307557344436646,-0.3107847571372986,-0.991997480392456,0.03572322428226471,0.12109830230474472,0.28928008471936806,1.4444135819834998,-0.027522825128599004,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,3962.147363505895,10232.540786442863,-4035.4635239356403,0.0,1.4444135819834998,0.0,0.28928008471936806,0.0,1.4444135819834998,-1313.070579997788,0.0,0.28928008471936806,-262.692537653083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,180,30.57693,0.001092,5.246484299190342,0.10634765471331775,90,978,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.12,-7.39,0.0,0.0,0.0,7.625,120.75,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1257916837468915,0.3541727072247282,2.3057528526769464,0.21569696068763733,-0.11260955035686493,0.9699453115463257,-0.8760040402412415,-0.14448735117912292,0.1412670761346817,0.43138357996940613,-0.8801469206809998,-0.19811536371707916,-8.087888322462515,-0.44403781274324633,-7.598996889185572,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,-11565.799380595872,1882.6955975740016,2170.7591787529514,0.0,-0.44403781274324633,0.0,-8.087888322462515,0.0,-0.44403781274324633,406.2363947843921,0.0,-8.087888322462515,7390.82446391697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,210,31.239413,0.001094,5.21103508095257,0.07089843647554517,90,979,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,4.94,-7.8,0.0,0.0,0.0,-58.75,-181.875,78.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7674982501603992,0.5797520171353079,-3.3410515319275955,-0.9071826338768005,-0.11754300445318222,-0.4039842188358307,0.377956748008728,0.1332540363073349,-0.9052322506904602,0.1848466694355011,-0.9738995432853699,-0.13172447681427002,-7.992580094092295,-0.18270716951725816,-9.837782318131675,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,3566.7779602574897,5237.315079425762,-9668.216263720293,0.0,-0.18270716951725816,0.0,-7.992580094092295,0.0,-0.18270716951725816,167.74230960433667,0.0,-7.992580094092295,7311.749646310217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,1,240,32.730622,0.031248,5.246484299190342,0.07089843647554517,138,1145,213,1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,-7.21,-5.49,0.0,0.0,0.0,-20.625,58.375,-47.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4766861863042702,0.20383034763149616,-1.2448966253137512,-0.578011691570282,0.5854433178901672,0.5684703588485718,0.6062096953392029,0.3413468301296234,0.7793945670127869,0.5462712645530701,0.7951114177703857,-0.263411283493042,-4.126921901654378,-0.5436883553648201,-10.406146796213918,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,1377.8557656418807,-4783.046794870883,8293.410965705625,0.0,-0.5436883553648201,0.0,-4.126921901654378,1052.0033453352735,197.50314645478682,-3491.559965644568,-609.7646055558384,-979.6657134000059,-10692.629016315948,4911.935067409353,-3012.105395261983,-9242.955656708333,79342.6890297756,-16172.185236727839,195506.09015127484,-57.860823335862165,-2304.073471106053,96.0,102.0,3405707998,
3735928559,1,270,34.336888,0.031251,5.317382735665888,0.10634765471331775,140,1161,214,1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,5.57,-2.76,0.0,0.0,0.0,-27.75,-12.625,-127.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4213417976181244,-0.44816193046456865,-0.35117233608604054,-0.6405255198478699,-0.676043689250946,0.3642689883708954,-0.46893325448036194,0.1674559861421585,-0.8826783895492554,0.6081353425979614,-0.7361958622932434,-0.2969629168510437,-4.774842099814827,-2.538655682289106,-12.07961531833384,0.7356968277708156,0.09799649774853311,0.6643166787049959,-0.09799649774853311,-11288.320905091503,5691.203770083203,-4596.39183869537,0.0,-2.538655682289106,0.0,-4.774842099814827,-197803.1280910916,69.34212334680888,18402.671616838197,413.0905017108335,834.4995450739825,-71413.48233546701,7654.771099591493,20540.048160393715,-110076.72082278715,26626.265653038903,-75421.39475595701,264912.14058316714,1795.3250567259547,-5485.598376677891,88.0,101.0,3405707998,
