magic_number,mode,euler_x,euler_y,dt,dt_observer,footer,
3735928559,0,0.03454286605119705,0.09976978600025177,4238.01953125,0.0,3405707998,
3735928559,0,0.0349712073802948,0.09760434925556183,0.0011490000179037452,57013288.0,3405707998,
3735928559,0,0.036929674446582794,0.09660229086875916,0.0011480000102892518,57075528.0,3405707998,
3735928559,0,0.03590434789657593,0.09308776259422302,0.0011569999624043703,57136264.0,3405707998,
3735928559,0,0.03433714807033539,0.09199079126119614,0.0011530000483617187,57195936.0,3405707998,
3735928559,0,0.033588577061891556,0.09117136150598526,0.0021440000273287296,57259168.0,3405707998,
3735928559,0,0.033534567803144455,0.09056271612644196,0.0011609999928623438,57326384.0,3405707998,
3735928559,0,0.03395368158817291,0.09311264753341675,0.0011549999471753836,57386904.0,3405707998,
3735928559,0,0.030782543122768402,0.092266745865345,0.0011520000407472253,57446648.0,3405707998,
3735928559,0,0.027286048978567123,0.08972565084695816,0.001154000055976212,57506068.0,3405707998,
3735928559,0,0.026747984811663628,0.08424974232912064,0.0011530000483617187,57567044.0,3405707998,
3735928559,0,0.02987031079828739,0.07171240448951721,0.0011490000179037452,57627884.0,3405707998,
3735928559,0,0.031116502359509468,0.05040612444281578,0.0011579999700188637,57687900.0,3405707998,
3735928559,0,0.023626675829291344,0.012134508229792118,0.001151000033132732,57747764.0,3405707998,
3735928559,0,-0.00011552565410966054,-0.06867841631174088,0.002174000022932887,57812416.0,3405707998,
3735928559,0,-0.04142265394330025,-0.25044652819633484,0.001151000033132732,57877384.0,3405707998,
3735928559,0,-0.09341160953044891,-0.5155039429664612,0.001154000055976212,57938992.0,3405707998,
3735928559,0,-0.18045403063297272,-0.7939828634262085,0.0011699999449774623,58000876.0,3405707998,
3735928559,0,-0.3117106258869171,-1.0105502605438232,0.0011680000461637974,58066560.0,3405707998,
3735928559,0,-0.36829936504364014,-1.1215001344680786,0.002122000092640519,58131640.0,3405707998,
3735928559,0,-0.31414106488227844,-1.1777018308639526,0.0011699999449774623,58194584.0,3405707998,
3735928559,0,-0.26411861181259155,-1.1994441747665405,0.001171999960206449,58257432.0,3405707998,
3735928559,0,-0.26133981347084045,-1.2025049924850464,0.0021359999664127827,58321304.0,3405707998,
3735928559,0,-0.2697272300720215,-1.1781833171844482,0.0011729999678209424,58387340.0,3405707998,
3735928559,0,-0.2748260498046875,-1.1458427906036377,0.0011709999525919557,58448384.0,3405707998,
3735928559,0,-0.2796211242675781,-1.1267014741897583,0.0011690000537782907,58509472.0,3405707998,
3735928559,0,-0.26568493247032166,-1.1137653589248657,0.001986999996006489,58574968.0,3405707998,
3735928559,0,-0.2628565728664398,-1.1032521724700928,0.0011769999982789159,58638952.0,3405707998,
3735928559,0,-0.28248921036720276,-1.101061224937439,0.0011690000537782907,58700148.0,3405707998,
3735928559,0,-0.2772245705127716,-1.1058374643325806,0.0021359999664127827,58764624.0,3405707998,
3735928559,0,-0.25614529848098755,-1.1053743362426758,0.0011729999678209424,58829208.0,3405707998,
3735928559,0,-0.24283477663993835,-1.0934725999832153,0.0011729999678209424,58891264.0,3405707998,
3735928559,0,-0.23733925819396973,-1.0738730430603027,0.0011699999449774623,58952984.0,3405707998,
3735928559,0,-0.22666652500629425,-1.0595660209655762,0.0011699999449774623,59018884.0,3405707998,
3735928559,0,-0.21756158769130707,-1.0494576692581177,0.002087000058963895,59082640.0,3405707998,
3735928559,0,-0.23160576820373535,-1.0280801057815552,0.0011739999754354358,59144408.0,3405707998,
3735928559,0,-0.2600237727165222,-1.0096919536590576,0.0011729999678209424,59207992.0,3405707998,
3735928559,0,-0.2767544388771057,-1.0032292604446411,0.0011690000537782907,59271416.0,3405707998,
3735928559,0,-0.28429335355758667,-1.0023295879364014,0.002125999890267849,59336412.0,3405707998,
3735928559,0,-0.2830466628074646,-0.9987905025482178,0.0011699999449774623,59399824.0,3405707998,
3735928559,0,-0.2911583185195923,-0.9853484034538269,0.0011680000461637974,59461040.0,3405707998,
3735928559,0,-0.28501757979393005,-0.9622055292129517,0.0021430000197142363,59525884.0,3405707998,
3735928559,0,-0.282729834318161,-0.9326950311660767,0.001167000038549304,59591248.0,3405707998,
3735928559,0,-0.28801828622817993,-0.9071879386901855,0.001171999960206449,59652124.0,3405707998,
3735928559,0,-0.25785234570503235,-0.8636190295219421,0.0021559998858720064,59714908.0,3405707998,
3735928559,0,-0.18584705889225006,-0.7467959523200989,0.0011729999678209424,59781764.0,3405707998,
3735928559,0,-0.09589288383722305,-0.5330239534378052,0.0011699999449774623,59843908.0,3405707998,
3735928559,0,-0.03642142564058304,-0.23157772421836853,0.001155999954789877,59905352.0,3405707998,
3735928559,0,-0.018546173349022865,0.08039545267820358,0.001151000033132732,59970952.0,3405707998,
3735928559,0,-0.008177709765732288,0.28809529542922974,0.002116000046953559,60036056.0,3405707998,
3735928559,0,0.010642739944159985,0.38008812069892883,0.001158999977633357,60098976.0,3405707998,
3735928559,0,0.017298294231295586,0.36223307251930237,0.0011569999624043703,60160912.0,3405707998,
3735928559,0,0.013096827082335949,0.31363335251808167,0.002015999983996153,60225328.0,3405707998,
3735928559,0,0.01196478120982647,0.2779463529586792,0.0011500000255182385,60290524.0,3405707998,
3735928559,0,0.023140231147408485,0.25022396445274353,0.0011530000483617187,60352488.0,3405707998,
3735928559,0,0.03814610838890076,0.21679244935512543,0.001154000055976212,60414088.0,3405707998,
3735928559,0,0.04601867496967316,0.1799408346414566,0.002111000008881092,60478528.0,3405707998,
3735928559,0,0.04596210643649101,0.16164462268352509,0.0011480000102892518,60543824.0,3405707998,
3735928559,0,0.04371403530240059,0.15450122952461243,0.0011520000407472253,60604424.0,3405707998,
3735928559,0,0.042313188314437866,0.14817610383033752,0.0021200000774115324,60669060.0,3405707998,
3735928559,0,0.04056064411997795,0.1430038958787918,0.0011520000407472253,60734544.0,3405707998,
3735928559,0,0.03293589502573013,0.13538546860218048,0.001158999977633357,60794864.0,3405707998,
3735928559,0,0.027578558772802353,0.12909922003746033,0.001151000033132732,60855424.0,3405707998,
