magic_number,mode,loop_number,current_time,dt,voltage_A,voltage_B,dt_telemetry,dt_observer,dt_controller,dt_change_mode,euler_raw_0[0],euler_raw_0[1],euler_raw_0[2],euler_raw_1[0],euler_raw_1[1],euler_raw_1[2],quaternion_raw_0[0],quaternion_raw_0[1],quaternion_raw_0[2],quaternion_raw_0[3],quaternion_raw_1[0],quaternion_raw_1[1],quaternion_raw_1[2],quaternion_raw_1[3],acc_raw_0[0],acc_raw_0[1],acc_raw_0[2],acc_raw_1[0],acc_raw_1[1],acc_raw_1[2],gyro_raw_0[0],gyro_raw_0[1],gyro_raw_0[2],gyro_raw_1[0],gyro_raw_1[1],gyro_raw_1[2],quaternion_dot[0],quaternion_dot[1],quaternion_dot[2],quaternion_dot[3],euler_dot[0],euler_dot[1],euler_dot[2],cbn[0],cbn[1],cbn[2],cbn[3],cbn[4],cbn[5],cbn[6],cbn[7],cbn[8],euler[0],euler[1],euler[2],quaternion[0],quaternion[1],quaternion[2],quaternion[3],velocity[0],velocity[1],velocity[2],y[0],y[1],y[2],y[3],x[0],x[1],x[2],x[3],x[4],x[5],dx[0],dx[1],dx[2],dx[3],dx[4],dx[5],current_u[0],current_u[1],servo_u[0],servo_u[1],footer,
3735928559,0,0,11.5894,4283.37794,4.3957030614838,0.17724609118886292,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06,-9.17,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535797379910946,0.9485574960708618,-0.316537469625473,0.0,0.31654423475265503,0.9485777616500854,0.9999786615371704,-0.006199711933732033,0.0020688690710812807,-1.248712241022393,-1.5642604721489655,0.0,0.5755755476253612,-0.4147055497971501,-0.5718259097046352,0.4147055497971501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,30,12.288396,0.001153,4.360253843246028,0.07089843647554517,90,1045,0,91,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.07,-9.33,-0.02,0.0,0.0,0.0,2.4375,0.0,0.0625,0.0,0.0,0.0,0.00858666584557328,0.01185607160740936,-0.009038538515833009,-0.011937320643786019,0.0,0.0,0.0,0.004275292919558971,-0.003092739355252283,-1.0022365490152887,0.9513233871594009,0.31540488307418124,0.0030848216916943283,0.31539099267791315,-0.9513233614521329,0.004281009390086604,-1.5663000700097403,-0.321212761252135,1.5663044600030995,0.5758766817985125,-0.41428224595211066,-0.5721530253830519,0.4142847658735061,-18874.339462451633,-6159.126166965985,-14463.098709394893,0.0,-0.321212761252135,0.0,-1.5663000700097403,0.0,-0.321212761252135,276.3888439007575,0.0,-1.5663000700097403,1347.9341686622913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,60,12.949001,0.001158,4.360253843246028,0.07089843647554517,90,1044,0,91,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.04,-9.31,-0.03,0.0,0.0,0.0,-2.25,-0.0625,0.1875,0.0,0.0,0.0,-0.008377652786409649,-0.012496430949800533,0.007667006180998125,0.012106063859027752,0.0,0.0,0.0,0.003375511744660664,-0.0027807593556389287,-1.0026662152817736,0.9449417113032555,0.3353188933303947,0.0022512184617077824,0.335309460244331,-0.944940301353844,0.0037494956420806858,-1.566839380037894,-0.34161200384065027,1.567237531942316,0.5798283203219097,-0.4084399846878017,-0.5767577112359985,0.4086702331563898,-18762.881001750975,-6550.7433427720725,-14453.891487198993,0.0,-0.34161200384065027,0.0,-1.566839380037894,0.0,-0.34161200384065027,294.534135379782,0.0,-1.566839380037894,1350.7222859065778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,90,13.620803,0.001164,4.360253843246028,0.07089843647554517,95,1050,0,95,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.07,-9.28,-0.04,0.0,0.0,0.0,-3.25,0.125,0.0625,0.0,0.0,0.0,-0.01234808725864067,-0.01629282458291473,0.010647978547557078,0.017275510909172627,0.0,0.0,0.0,0.004376655354294989,-0.002495545306933189,-1.0030453281779157,0.9414992738142897,0.34596804095940525,0.003247349671381239,0.34595559763224915,-0.9415015667147582,0.003851957759505531,-1.5667205288009836,-0.3526155069470003,1.5661813702648815,0.5823688283376945,-0.4056492938470694,-0.5788447679943141,0.40533625472813617,-18684.672433458847,-6759.415661187766,-14475.222366846712,0.0,-0.3526155069470003,0.0,-1.5667205288009836,0.0,-0.3526155069470003,303.2522168922151,0.0,-1.5667205288009836,1347.1357347284134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,120,14.283126,0.001159,4.360253843246028,0.07089843647554517,93,1050,0,94,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.03,-9.3,-0.04,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,-0.00022135968078372572,-0.00031568875480006403,0.00022137730185403654,0.00031738033844572205,0.0,0.0,0.0,0.0036305930830721755,-0.0024832976080489955,-1.0030776349151134,0.9421960654518627,0.34415711446180863,0.0025582127341603478,0.3441474722861361,-0.9421962658800733,0.003578200770187917,-1.5670034398194836,-0.3513383357879574,1.5669477744848623,0.5819054662613847,-0.4058878908482601,-0.5788040069259541,0.4058555852076402,-18709.57164079595,-6723.144549907811,-14461.357679482973,0.0,-0.3513383357879574,0.0,-1.5670034398194836,0.0,-0.3513383357879574,301.06222214365164,0.0,-1.5670034398194836,1342.7621577171024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,150,14.946947,0.001175,4.360253843246028,0.07089843647554517,92,2094,0,93,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.06,-9.34,-0.05,0.0,0.0,0.0,-0.5,-0.0625,0.0625,0.0,0.0,0.0,-0.0016660071789090672,-0.003072034618073357,0.0018593923396949884,0.002640989566317346,0.0,0.0,0.0,0.002721385194205367,-0.0022375794869586296,-1.0034084674828927,0.9399651221807155,0.35114585956459543,0.0017662701200097941,0.3511397563109597,-0.9399641183919649,0.0030484404535530973,-1.5675539489682804,-0.35870417368040564,1.5678933858402493,0.5831516799732243,-0.4037428783984761,-0.5806699365517678,0.40394040038489426,-18678.2048976866,-6858.231547112758,-14452.286537782082,0.0,-0.35870417368040564,0.0,-1.5675539489682804,0.0,-0.35870417368040564,307.64582298609463,0.0,-1.5675539489682804,1344.3857388994952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,180,15.611689,0.00213,4.360253843246028,0.07089843647554517,93,2012,0,94,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.04,-9.3,-0.03,0.0,0.0,0.0,-0.3125,0.125,0.0625,0.0,0.0,0.0,-0.0019532480269231507,-0.0014636566793759837,0.0002422827155478609,0.00234833287533036,0.0,0.0,0.0,0.002710903649358193,-0.002219761896068928,-1.0034253126565664,0.9390363191191735,0.3536698280894526,0.0017545642450823573,0.35366379062312403,-0.9390353346800647,0.003032795044380948,-1.5675792758785407,-0.36142998826959816,1.5679360004493512,0.5836868405480686,-0.40295253494511174,-0.5812373070609287,0.4031603134806064,-18660.072756568345,-6908.02696807737,-14452.860065475348,0.0,-0.36142998826959816,0.0,-1.5675792758785407,0.0,-0.36142998826959816,271.5537144184717,0.0,-1.5675792758785407,1177.7441344659594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,0,210,16.270436,0.001167,4.360253843246028,0.07089843647554517,90,1852,0,91,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.96,-9.38,-0.04,0.0,0.0,0.0,0.8125,-0.3125,-0.0625,0.0,0.0,0.0,0.004649593185867855,0.0033602015501979295,-0.0010259481882015002,-0.005561722407541533,0.0,0.0,0.0,0.002798887431145841,-0.0019835524148099637,-1.0037445728870271,0.9364372291273958,0.3613815890732007,0.0018970593898314791,0.3613757296561959,-0.9364370499130954,0.002858219149396546,-1.567718421542485,-0.3698938091143027,1.5677455342587938,0.5854499952440607,-0.40068619149204604,-0.5829942544428871,0.4007020313407792,-18606.41084583094,-7057.384522530438,-14463.341939790516,0.0,-0.3698938091143027,0.0,-1.567718421542485,0.0,-0.3698938091143027,317.2183408227851,0.0,-1.567718421542485,1344.5296196529705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405707998,
3735928559,1,240,17.006312,0.003803,4.3957030614838,0.07089843647554517,2705,2186,2757,2187,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.33,-9.19,-0.02,0.0,0.0,0.0,-0.8125,0.0,0.0625,0.0,0.0,0.0,-0.0030772849509721418,-0.0044365358551203896,0.0026435839126272187,0.00445945968909374,0.0,0.0,0.0,0.0047952503169552685,-0.001789218080376409,-1.0040860198885073,0.9397985589934441,0.3535232853678906,0.003858274099168557,0.3535118175545608,-0.9398047757187868,0.0033629522620890473,-1.567223745506209,-0.36092309571340164,1.565691710410896,0.5842546717503228,-0.403856100262887,-0.5807541824143362,0.4029636828628699,-18642.677994930425,-6897.729986521706,-14508.563059738086,0.0,-0.36092309571340164,0.0,-1.567223745506209,-42331.697102368365,-1385.2609996802723,4000.2477565483914,-7697.510804939336,651.6486637172987,-3317.500019734568,-39118.90092115837,3274.731746256354,150169.45073181976,99456.84987089116,-3094.025863488271,-58721.237785271645,-1489.4129223901034,567.8392494822826,115.0,73.0,3405707998,
3735928559,1,270,17.738258,0.004053,4.3957030614838,0.10634765471331775,2387,2189,2438,2190,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.29,-9.22,-0.02,0.0,0.0,0.0,-0.3125,0.1875,0.0625,0.0,0.0,0.0,-0.0022724573592365783,-0.0012398448433912925,-7.153337262777297e-05,0.002569284877265142,0.0,0.0,0.0,0.0037204714545157336,-0.0017668588104386984,-1.0041465746533929,0.9410863620752075,0.3502506619699355,0.00287053857587094,0.35024266486858757,-0.9410890813762574,0.002953592081572448,-1.5676703290892884,-0.3577246588081615,1.5668845297690097,0.5832939479691764,-0.4045800132447326,-0.5804481940967253,0.40412277932909724,-18684.67345122639,-6832.488255045277,-14488.230461035742,0.0,-0.3577246588081615,0.0,-1.5676703290892884,-96389.2313705438,4828.619274912583,-11271.764572159816,6532.266230435634,-2328.2779556323103,11952.142653757946,139374.10704108895,-8635.373284957028,-546992.204451737,-61132.12568703445,10876.992274894918,207755.91903189843,5438.817429790378,-2019.6743043726403,75.0,89.0,3405707998,
