magic_number,current_time,euler_raw_0_0,dt,footer,
3735928559,10.613979,-0.044678117836746176,4284.353362,3405707998,
3735928559,10.680247,-0.03944259045178519,0.00115,3405707998,
3735928559,10.742939,-0.03813384935636165,0.001147,3405707998,
3735928559,10.804091,-0.03506824073017693,0.001156,3405707998,
3735928559,10.863569,-0.032275727768726045,0.001152,3405707998,
3735928559,10.923716,-0.02920145284615033,0.001156,3405707998,
3735928559,10.985649,-0.02747747807705445,0.001158,3405707998,
3735928559,11.050214,-0.027043377276673514,0.002117,3405707998,
3735928559,11.114721,-0.027896618816124256,0.001153,3405707998,
3735928559,11.178099,-0.02724891843402545,0.001828,3405707998,
3735928559,11.242921,-0.027013387487901747,0.00115,3405707998,
3735928559,11.306343,-0.026750047390976483,0.001151,3405707998,
3735928559,11.366651,-0.028763235655986073,0.001157,3405707998,
3735928559,11.426118,-0.03171073492659423,0.001149,3405707998,
3735928559,11.487476,-0.035821978078062165,0.001153,3405707998,
3735928559,11.548227,-0.03843092713399396,0.001154,3405707998,
3735928559,11.608295,-0.037801969240799906,0.001154,3405707998,
3735928559,11.668089,-0.03821842338918279,0.001153,3405707998,
3735928559,11.73227,-0.03936503016592486,0.002122,3405707998,
3735928559,11.800235,-0.04063754261868665,0.001931,3405707998,
3735928559,11.865597,-0.041459476173712664,0.001152,3405707998,
3735928559,11.926898,-0.04178297873802525,0.001153,3405707998,
3735928559,11.989446,-0.04277187450856694,0.001157,3405707998,
3735928559,12.050924,-0.043680412014905044,0.001533,3405707998,
3735928559,12.110082,-0.04594675523101862,0.001155,3405707998,
3735928559,12.169773,-0.04746706651570176,0.001149,3405707998,
3735928559,12.229172,-0.04848522691730986,0.001154,3405707998,
3735928559,12.29003,-0.04993951210063018,0.001157,3405707998,
3735928559,12.350994,-0.05855733962109333,0.00115,3405707998,
3735928559,12.410952,-0.06528152445305571,0.001154,3405707998,
3735928559,12.470647,-0.06754594603038559,0.001154,3405707998,
3735928559,12.530225,-0.0662348227940809,0.001159,3405707998,
3735928559,12.591525,-0.06785521508989863,0.001152,3405707998,
3735928559,12.652331,-0.0686980197824925,0.001155,3405707998,
3735928559,12.712011,-0.0718373472337025,0.001154,3405707998,
3735928559,12.7712,-0.07729904693593183,0.001157,3405707998,
3735928559,12.831214,-0.07771431270738884,0.001155,3405707998,
3735928559,12.891713,-0.07741729764497716,0.001153,3405707998,
3735928559,12.952799,-0.07536327010924083,0.001152,3405707998,
3735928559,13.012807,-0.07383273239610683,0.001152,3405707998,
3735928559,13.072368,-0.07064446787826817,0.001151,3405707998,
3735928559,13.131986,-0.07078722704092978,0.001149,3405707998,
3735928559,13.193544,-0.06807811867852706,0.001149,3405707998,
3735928559,13.253408,-0.06635119352294129,0.001158,3405707998,
3735928559,13.31409,-0.06539150585073505,0.001154,3405707998,
3735928559,13.373791,-0.06536948920543631,0.001154,3405707998,
3735928559,13.436443,-0.06524349828758123,0.001722,3405707998,
3735928559,13.503878,-0.06642995677176122,0.001157,3405707998,
3735928559,13.565032,-0.06690116253140786,0.001151,3405707998,
3735928559,13.62835,-0.06903127992273404,0.00116,3405707998,
3735928559,13.69479,-0.07002154571697523,0.001158,3405707998,
3735928559,13.757852,-0.07034440252056857,0.001843,3405707998,
3735928559,13.816694,-0.07103371009777229,0.001149,3405707998,
3735928559,13.878169,-0.07079434269498397,0.001923,3405707998,
3735928559,13.943238,-0.07011743203708577,0.001154,3405707998,
3735928559,14.006911,-0.06770862550117408,0.001155,3405707998,
3735928559,14.067322,-0.064785153434103,0.001152,3405707998,
3735928559,14.12693,-0.05152455393736979,0.001147,3405707998,
3735928559,14.187848,-0.036816817121483526,0.001149,3405707998,
3735928559,14.254066,-0.00943306057062468,0.001158,3405707998,
3735928559,14.317818,0.010611619112467843,0.001151,3405707998,
3735928559,14.37881,0.014401586945672886,0.001175,3405707998,
3735928559,14.445182,-0.027430993831980593,0.001169,3405707998,
3735928559,14.510363,-0.0962771536869009,0.002084,3405707998,
3735928559,14.572739,-0.2153838259177041,0.001176,3405707998,
3735928559,14.636798,-0.41030827203787,0.00118,3405707998,
3735928559,14.703354,-0.6851062276446281,0.002162,3405707998,
3735928559,14.768908,-1.019932157192726,0.001176,3405707998,
3735928559,14.830358,-1.338530993858196,0.001148,3405707998,
3735928559,14.89135,1.5639234139214848,0.001771,3405707998,
3735928559,14.955682,1.3869380651321022,0.001543,3405707998,
3735928559,15.019561,1.3234582785462694,0.001152,3405707998,
3735928559,15.079754,1.3108355811278911,0.001146,3405707998,
3735928559,15.13972,1.3281935257929458,0.001213,3405707998,
3735928559,15.200574,1.3170347189981995,0.00115,3405707998,
3735928559,15.261753,1.333345771129714,0.001144,3405707998,
3735928559,15.321854,1.3276828866690553,0.001147,3405707998,
3735928559,15.382931,1.363224610093745,0.001149,3405707998,
3735928559,15.441995,1.348165699458561,0.001143,3405707998,
3735928559,15.502371,1.3342361722076985,0.001146,3405707998,
3735928559,15.56312,1.3417774875619672,0.001151,3405707998,
3735928559,15.633534,1.3531410503929069,0.003629,3405707998,
3735928559,15.764605,1.4097349125165126,0.003743,3405707998,
3735928559,15.889458,1.4504537967637565,0.003911,3405707998,
3735928559,16.02134,1.4736704562365213,0.004625,3405707998,
3735928559,16.147892,1.5000821071900359,0.003862,3405707998,
3735928559,16.275972,1.5281483568586085,0.003806,3405707998,
3735928559,16.402839,-1.5580987955875107,0.004616,3405707998,
3735928559,16.532019,-1.5195487406856218,0.003841,3405707998,
3735928559,16.659438,-1.5505973910994049,0.003629,3405707998,
3735928559,16.789045,-1.560776393894951,0.003656,3405707998,
3735928559,16.918519,-1.2280724299010346,0.00388,3405707998,
3735928559,17.049595,-0.4450273509867769,0.003631,3405707998,
3735928559,17.181361,-0.2674750419100372,0.003724,3405707998,
3735928559,17.314044,-0.2643473142106362,0.004963,3405707998,
3735928559,17.44555,-0.28362824250481383,0.003688,3405707998,
3735928559,17.579179,-0.21354658564962367,0.004087,3405707998,
3735928559,17.711637,-0.19154363636127453,0.003936,3405707998,
3735928559,17.841718,-0.1796768364022634,0.003717,3405707998,
3735928559,17.970445,-0.17906005020007848,0.004226,3405707998,
3735928559,18.099197,-0.18131254832469143,0.003968,3405707998,
3735928559,18.233411,-0.18186822771309322,0.003735,3405707998,
3735928559,18.361968,-0.1855667892600856,0.004303,3405707998,
3735928559,18.493736,-0.21120264734368666,0.003918,3405707998,
3735928559,18.625958,-0.20151717628618032,0.003726,3405707998,
3735928559,18.755461,-0.1948588288538496,0.00388,3405707998,
3735928559,18.888008,-0.18971889367942388,0.003712,3405707998,
3735928559,19.019067,-0.18518834163094033,0.003741,3405707998,
3735928559,19.148912,-0.18118085053473018,0.003923,3405707998,
3735928559,19.280187,-0.1776994444288117,0.003744,3405707998,
3735928559,19.409325,-0.18030764394293833,0.003734,3405707998,
3735928559,19.541286,-0.18086070193505838,0.003916,3405707998,
3735928559,19.672957,-0.17958117807645416,0.004223,3405707998,
3735928559,19.804357,-0.17893000463898898,0.00365,3405707998,
3735928559,19.938645,-0.17958567251525312,0.003899,3405707998,
3735928559,20.07384,-0.17724507902708805,0.003757,3405707998,
3735928559,20.205542,-0.17667713997379003,0.003809,3405707998,
3735928559,20.340123,-0.1769602403835605,0.003946,3405707998,
3735928559,20.473417,-0.17547966723780725,0.003793,3405707998,
3735928559,20.604062,-0.17739196307817884,0.003911,3405707998,
3735928559,20.737241,-0.18291781325913256,0.004476,3405707998,
3735928559,20.868055,-0.297236255474556,0.004819,3405707998,
3735928559,21.004349,-0.8081470417389426,0.003964,3405707998,
3735928559,21.138842,-1.3170598297485732,0.004483,3405707998,
3735928559,21.27063,1.568823555420892,0.004856,3405707998,
3735928559,21.403527,1.4414033555200825,0.004245,3405707998,
3735928559,21.539481,1.395459164466207,0.003953,3405707998,
3735928559,21.670182,1.3834867799803772,0.003834,3405707998,
3735928559,21.801898,1.3769903666235563,0.00402,3405707998,
3735928559,21.934888,1.3740868877475856,0.004733,3405707998,
3735928559,22.067979,1.3742744848567592,0.00383,3405707998,
3735928559,22.201407,1.3693697134229388,0.004014,3405707998,
3735928559,22.335463,1.3635690731499674,0.004728,3405707998,
3735928559,22.466926,1.3568884198501603,0.003868,3405707998,
3735928559,22.602752,1.3559929031324884,0.004004,3405707998,
3735928559,22.735538,1.3560640135113657,0.004674,3405707998,
3735928559,22.866411,1.355558532621563,0.004004,3405707998,
3735928559,23.000347,1.353529627236206,0.004035,3405707998,
3735928559,23.134193,1.3548920504368824,0.003727,3405707998,
3735928559,23.266783,1.4068612137034002,0.004063,3405707998,
3735928559,23.405262,-1.5410897580697966,0.003938,3405707998,
3735928559,23.538614,-1.2763421183894894,0.004684,3405707998,
3735928559,23.674433,-0.8550321862686078,0.004082,3405707998,
3735928559,23.811215,-0.25336394114802196,0.003803,3405707998,
3735928559,23.94734,-0.10263055610292741,0.003681,3405707998,
3735928559,24.079635,-0.09535359761291032,0.004075,3405707998,
3735928559,24.213328,-0.17059608558065925,0.003816,3405707998,
3735928559,24.349345,-0.21667477950497646,0.003685,3405707998,
3735928559,24.481954,-0.21627407957780515,0.00499,3405707998,
3735928559,24.618713,-0.19588315535866102,0.003859,3405707998,
3735928559,24.754477,-0.19305446268803494,0.004675,3405707998,
3735928559,24.884592,-0.21302697711139582,0.004964,3405707998,
3735928559,25.02018,-0.23198713797517204,0.003863,3405707998,
3735928559,25.157593,-0.27197288401461817,0.004868,3405707998,
3735928559,25.291874,-0.231406826521365,0.00396,3405707998,
3735928559,25.424987,-0.21472630445417182,0.003873,3405707998,
3735928559,25.563491,-0.2586742967854298,0.003912,3405707998,
3735928559,25.700174,-0.2968368584903511,0.004781,3405707998,
3735928559,25.832624,-0.28884993441865553,0.003861,3405707998,
3735928559,25.965893,-0.26495589688664156,0.003902,3405707998,
3735928559,26.098337,-0.2520247072438586,0.004755,3405707998,
3735928559,26.230396,-0.23025385445891325,0.003874,3405707998,
3735928559,26.365387,-0.20985428438991602,0.00391,3405707998,
3735928559,26.499378,-0.20583744679393368,0.004533,3405707998,
3735928559,26.631684,-0.20874694734883084,0.003874,3405707998,
3735928559,26.767691,-0.16328053798581646,0.003916,3405707998,
3735928559,26.902625,-0.041778611277912714,0.004764,3405707998,
3735928559,27.037453,-0.16138435136360624,0.003863,3405707998,
3735928559,27.171874,-0.4094045720560212,0.003847,3405707998,
3735928559,27.307398,-0.39144933692994055,0.004083,3405707998,
3735928559,27.440066,-0.3820546385753962,0.004002,3405707998,
3735928559,27.572692,-0.4607524675995072,0.003917,3405707998,
3735928559,27.702705,-0.528598102973673,0.003793,3405707998,
3735928559,27.833755,-0.552840236273384,0.004064,3405707998,
3735928559,27.966765,-0.5866583170960669,0.00489,3405707998,
3735928559,28.102519,-0.6069674697627861,0.003813,3405707998,
3735928559,28.23539,-0.6269102876013677,0.004147,3405707998,
3735928559,28.371178,-0.6572410438033846,0.004007,3405707998,
3735928559,28.503382,-0.6733706021687045,0.003738,3405707998,
3735928559,28.636554,-0.6668779860679351,0.004026,3405707998,
3735928559,28.771304,-0.6124344552640936,0.004701,3405707998,
3735928559,28.907591,-0.3992739986154541,0.004387,3405707998,
3735928559,29.039249,-0.0719148629118238,0.004058,3405707998,
3735928559,29.176815,0.9337282838954017,0.003795,3405707998,
3735928559,29.314731,1.4858255056212888,0.003943,3405707998,
3735928559,29.449727,1.5485608003195708,0.00502,3405707998,
3735928559,29.586724,-1.5239787342741473,0.003771,3405707998,
3735928559,29.724407,-1.460752740693752,0.004921,3405707998,
3735928559,29.860138,-1.441519463726447,0.004008,3405707998,
3735928559,29.992841,-1.442798642748222,0.003879,3405707998,
3735928559,30.129214,-1.464621320820161,0.004128,3405707998,
3735928559,30.263387,-1.4858504128064243,0.005117,3405707998,
3735928559,30.394857,-1.51545092789218,0.003804,3405707998,
3735928559,30.529794,-1.553904177079281,0.004085,3405707998,
3735928559,30.664841,1.343123777654839,0.005074,3405707998,
3735928559,30.800036,-0.05579667310856754,0.003773,3405707998,
3735928559,30.936876,-0.7599136362814436,0.004037,3405707998,
3735928559,31.073792,-0.8519912977737848,0.003849,3405707998,
3735928559,31.206028,-0.9000295966929229,0.003894,3405707998,
3735928559,31.338466,-0.9531659853237324,0.004005,3405707998,
3735928559,31.471293,-0.9682674607384442,0.004206,3405707998,
3735928559,31.606253,-0.9537441222385213,0.003825,3405707998,
3735928559,31.740093,-0.9397142197588764,0.003966,3405707998,
