magic_number,mode,euler[0], euler[1], euler[2], velocity[0], velocity[1], velocity[2], input[0], input[1], dt,footer,time
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001001060009003,3405707998,2638.47
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2638.53
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000978708267212,3405707998,2638.66
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000978708267212,3405707998,2638.72
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2638.84
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2638.97
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.03
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000054836273193,3405707998,2639.16
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000054836273193,3405707998,2639.22
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.34
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.47
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,2639.53
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.66
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.78
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,2639.84
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2639.97
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999995231628418,3405707998,2640.03
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005010008811950684,3405707998,2640.16
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000948905944824,3405707998,2640.22
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2640.34
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2640.47
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2640.53
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2640.66
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2640.72
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2640.84
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2640.97
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2641.03
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2641.16
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2641.28
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2641.34
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2641.47
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2641.53
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005001068115234375,3405707998,2641.66
3735928559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050008296966552734,3405707998,2641.78
