magic_number,mode,euler[0], euler[1], euler[2], v_e[0], v_e[1], v_e[2], u[0], u[1], dt,footer,time
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49541091918945,3405707998,44.27
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,44.38
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,44.57
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,44.70
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,44.88
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,45.01
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,45.30
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,45.44
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,45.61
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,45.73
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,46.22
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,46.35
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,46.54
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,46.66
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,46.78
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,46.96
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,47.14
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,47.26
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,47.45
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,47.56
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,47.75
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,47.88
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,48.94
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,49.24
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,49.37
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,49.55
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,49.68
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,49.81
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,50.00
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,50.13
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,50.27
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,50.45
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,50.57
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,51.02
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,51.20
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,51.33
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,51.50
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,51.63
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,51.82
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,52.13
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,52.26
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,52.57
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,52.69
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,52.88
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,53.01
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,53.14
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,53.32
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,53.63
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,53.75
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,54.20
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,54.51
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,54.70
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,55.15
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,55.27
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,55.46
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,55.58
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,55.88
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,56.01
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,56.18
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,56.37
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,56.49
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,56.62
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,56.81
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,56.93
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,57.24
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,57.38
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,57.55
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,57.67
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,57.86
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,57.97
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,58.17
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,58.29
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,58.47
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,58.60
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,58.74
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,58.92
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.04
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.23
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.35
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.53
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.65
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,59.84
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,59.97
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038999952375889,3405707998,60.10
3735928559,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005038000177592039,3405707998,60.27
