magic_number,mode,euler_x,euler_y,currernt_u[0],currernt_u[1],dt,dt_observer,footer,
3735928559,0,-0.03258844465017319,0.2151329666376114,0.0,0.0,4284.328125,0.0,3405707998,
3735928559,0,-0.02940274402499199,0.21458908915519714,0.0,0.0,0.001155999954789877,0.0010389999952167273,3405707998,
3735928559,0,-0.02947252243757248,0.21137455105781555,0.0,0.0,0.0011579999700188637,0.0020039998926222324,3405707998,
3735928559,0,-0.02953662909567356,0.2072245478630066,0.0,0.0,0.001164000015705824,0.001041000010445714,3405707998,
3735928559,0,-0.02960924431681633,0.20264655351638794,0.0,0.0,0.0011630000080913305,0.0010450000409036875,3405707998,
3735928559,0,-0.029748953878879547,0.19722874462604523,0.0,0.0,0.001167000038549304,0.0010470000561326742,3405707998,
3735928559,0,-0.02993994578719139,0.19196119904518127,0.0,0.0,0.0014199999859556556,0.0020359999034553766,3405707998,
3735928559,0,-0.030145728960633278,0.18284744024276733,0.0,0.0,0.0011680000461637974,0.0010379999876022339,3405707998,
3735928559,0,-0.027645817026495934,0.2182949334383011,0.0,0.0,0.0011599999852478504,0.0012519999872893095,3405707998,
3735928559,0,-0.02705889753997326,0.2257685661315918,0.0,0.0,0.0011579999700188637,0.001041000010445714,3405707998,
3735928559,0,-0.027009977027773857,0.22413557767868042,0.0,0.0,0.0012789999600499868,0.0020000000949949026,3405707998,
3735928559,0,-0.02745891362428665,0.2037018984556198,0.0,0.0,0.0011620000004768372,0.0010400000028312206,3405707998,
3735928559,0,-0.027634186670184135,0.19920921325683594,0.0,0.0,0.0011609999928623438,0.0010369999799877405,3405707998,
3735928559,0,-0.027722906321287155,0.1958072930574417,0.0,0.0,0.001167000038549304,0.0020069999154657125,3405707998,
3735928559,0,-0.02781958319246769,0.1923297643661499,0.0,0.0,0.00215000007301569,0.002007999923080206,3405707998,
3735928559,0,-0.027894314378499985,0.1895717829465866,0.0,0.0,0.0011599999852478504,0.0010420000180602074,3405707998,
3735928559,0,-0.0276813805103302,0.18957360088825226,0.0,0.0,0.001158999977633357,0.0020089999306946993,3405707998,
3735928559,0,-0.02732439897954464,0.18797342479228973,0.0,0.0,0.002051000017672777,0.002061000093817711,3405707998,
3735928559,0,-0.02726030722260475,0.18758510053157806,0.0,0.0,0.002125999890267849,0.0020860000513494015,3405707998,
3735928559,0,-0.02725345455110073,0.18590882420539856,0.0,0.0,0.0011579999700188637,0.0010499999625608325,3405707998,
3735928559,0,-0.027138924226164818,0.18536141514778137,0.0,0.0,0.001158999977633357,0.0010389999952167273,3405707998,
3735928559,0,-0.027049556374549866,0.1866433024406433,0.0,0.0,0.0014189999783411622,0.001041000010445714,3405707998,
3735928559,0,-0.026920219883322716,0.1888810247182846,0.0,0.0,0.0011630000080913305,0.0010369999799877405,3405707998,
3735928559,0,-0.026781832799315453,0.19129465520381927,0.0,0.0,0.0011630000080913305,0.0010379999876022339,3405707998,
3735928559,0,-0.02660110965371132,0.1935575008392334,0.0,0.0,0.0016850000247359276,0.0020389999262988567,3405707998,
3735928559,0,-0.026392292231321335,0.19712039828300476,0.0,0.0,0.0011680000461637974,0.0010400000028312206,3405707998,
3735928559,0,-0.026143420487642288,0.20174850523471832,0.0,0.0,0.0011630000080913305,0.0010359999723732471,3405707998,
3735928559,0,-0.025824999436736107,0.2078619748353958,0.0,0.0,0.0011599999852478504,0.0010420000180602074,3405707998,
3735928559,0,-0.025500299409031868,0.2148011475801468,0.0,0.0,0.0011660000309348106,0.0010420000180602074,3405707998,
3735928559,0,-0.025241669267416,0.22012203931808472,0.0,0.0,0.0021279999054968357,0.0020200000144541264,3405707998,
3735928559,0,-0.024951012805104256,0.22477217018604279,0.0,0.0,0.0011650000233203173,0.0010379999876022339,3405707998,
3735928559,0,-0.02479586750268936,0.22767427563667297,0.0,0.0,0.0011630000080913305,0.001041000010445714,3405707998,
3735928559,0,-0.024641362950205803,0.23046483099460602,0.0,0.0,0.0019209999591112137,0.002050000010058284,3405707998,
3735928559,0,-0.02440706640481949,0.23236912488937378,0.0,0.0,0.0011609999928623438,0.0013389999512583017,3405707998,
3735928559,0,-0.024226345121860504,0.23456808924674988,0.0,0.0,0.0011650000233203173,0.0010359999723732471,3405707998,
3735928559,0,-0.024077296257019043,0.2373741865158081,0.0,0.0,0.0011620000004768372,0.0010460000485181808,3405707998,
3735928559,0,-0.023875877261161804,0.2398168295621872,0.0,0.0,0.0011620000004768372,0.001044000033289194,3405707998,
3735928559,0,-0.02384084090590477,0.2396044284105301,0.0,0.0,0.0011549999471753836,0.0010389999952167273,3405707998,
3735928559,0,-0.023787977173924446,0.23905806243419647,0.0,0.0,0.0021520000882446766,0.0020069999154657125,3405707998,
3735928559,0,-0.023753022775053978,0.23874720931053162,0.0,0.0,0.0021569998934865,0.002007999923080206,3405707998,
3735928559,0,-0.023577021434903145,0.23875491321086884,0.0,0.0,0.0011660000309348106,0.0010389999952167273,3405707998,
3735928559,0,-0.023559551686048508,0.23871676623821259,0.0,0.0,0.0021200000774115324,0.0020200000144541264,3405707998,
3735928559,0,-0.02360173873603344,0.237466961145401,0.0,0.0,0.001164000015705824,0.0018260000506415963,3405707998,
3735928559,0,-0.023529835045337677,0.23550383746623993,0.0,0.0,0.0011599999852478504,0.0010529999854043126,3405707998,
3735928559,0,-0.023477066308259964,0.23453117907047272,0.0,0.0,0.0021230001002550125,0.0020039998926222324,3405707998,
3735928559,0,-0.02337191067636013,0.23293571174144745,0.0,0.0,0.0011620000004768372,0.001044000033289194,3405707998,
3735928559,0,-0.023274313658475876,0.2326623499393463,0.0,0.0,0.0011660000309348106,0.0010389999952167273,3405707998,
3735928559,0,-0.023219043388962746,0.23286864161491394,0.0,0.0,0.001167000038549304,0.001044000033289194,3405707998,
3735928559,0,-0.023123018443584442,0.23329932987689972,0.0,0.0,0.0011620000004768372,0.001044000033289194,3405707998,
3735928559,1,-0.02298814058303833,0.23405103385448456,0.033716831356287,-0.003224340733140707,0.0016270000487565994,0.002001000102609396,3405707998,
3735928559,1,-0.02291599102318287,0.23402397334575653,0.03289792686700821,-0.0031770127825438976,0.0021869998890906572,0.0020089999306946993,3405707998,
3735928559,1,-0.022754715755581856,0.235027477145195,0.03624894097447395,-0.003349163569509983,0.0012019999558106065,0.0010430000256747007,3405707998,
3735928559,1,-0.022572342306375504,0.2369653433561325,0.034479133784770966,-0.0031343488954007626,0.0012100000167265534,0.001041000010445714,3405707998,
